TRANSACTION_NO,ACCOUNT_NO,TRANSACTION_DATE,TRANSACTION_DETAILS,CHQ_NO,VALUE_DATE,WITHDRAWAL_AMT,DEPOSIT_AMT,BALANCE_AMT
846383,WKVW50756577796031,19-06-2022 21:33,Other,177551,18-08-2022 21:33,719126,698407,982752
941110,IRGY56696253204240,19-05-2022 06:17,IMPS,569462,03-07-2022 06:17,871005,105696,232128
572856,QEAX51463546554114,09-06-2022 13:26,NEFT,531825,22-06-2022 13:26,336550,72732,169400
735478,LAEY99158992942008,24-05-2022 16:57,RTGS,415011,17-07-2022 16:57,410866,39997,266054
716748,EXQG53148493122848,24-05-2022 08:03,NEFT,145336,31-05-2022 08:03,7474,889239,808604
338184,QEAX51463546554114,09-06-2022 06:19,Cheque,806529,03-08-2022 06:19,376121,717082,196356
281915,UDFW37879866549994,23-05-2022 04:52,IMPS,438148,06-06-2022 04:52,805209,715764,725266
387569,WVAE01015780608331,06-06-2022 06:14,Other,360174,01-07-2022 06:14,167685,471497,207894
10795,FFEM41901505268428,24-04-2022 07:48,Other,774339,02-07-2022 07:48,277279,418734,996479
772652,CTUC94051836013676,19-05-2022 08:38,Other,998851,23-06-2022 08:38,434876,114155,158929
527714,PTNS78871926099567,14-04-2022 21:08,Other,780070,09-06-2022 21:08,144198,45402,20187
848483,JIRJ59734072583184,25-05-2022 23:30,Cheque,316678,18-07-2022 23:30,207658,475912,741381
636100,VETH73465490135442,13-05-2022 12:37,IMPS,926241,08-06-2022 12:37,183727,907102,90353
672007,HJZI06937631091084,28-04-2022 17:20,IMPS,969350,25-06-2022 17:20,85612,225160,291708
151051,TOYT61591895656182,19-04-2022 08:28,Other,29681,15-05-2022 08:28,295632,416736,29600
864034,ZIMO71219701326576,06-06-2022 13:06,RTGS,580050,05-08-2022 13:06,924107,299786,510880
937098,FESM80385876464614,10-05-2022 11:48,NEFT,225835,16-06-2022 11:48,117410,355097,188811
987536,PDRZ07348169798384,27-05-2022 01:22,IMPS,316414,25-08-2022 01:22,239366,696209,630499
694717,ZZJN92480358175011,18-04-2022 04:21,NEFT,529691,10-05-2022 04:21,421286,803596,766357
159947,MRFR73021455485369,04-04-2022 17:48,IMPS,305796,18-06-2022 17:48,550547,174670,637821
100765,JEZH10275257780192,17-05-2022 17:45,Other,904064,23-08-2022 17:45,898174,203588,559059
41298,ZXMJ96785344204589,08-04-2022 16:37,IMPS,844854,23-06-2022 16:37,779535,390454,671965
173745,GAIS17684335733855,22-04-2022 07:52,NEFT,552763,28-06-2022 07:52,8760,803650,4474
987986,ZTDS49559605723164,06-06-2022 07:01,RTGS,630135,06-09-2022 07:01,617490,767780,801046
729946,JAEG98638820701971,16-04-2022 07:23,IMPS,328092,17-06-2022 07:23,768722,877876,139476
917635,MYBU55305053533426,04-05-2022 17:19,RTGS,268514,27-06-2022 17:19,625726,519067,126733
647650,VVUC46060443894120,15-06-2022 18:59,RTGS,217245,20-06-2022 18:59,14499,124289,423741
140328,DOHT41562298165657,08-06-2022 11:44,RTGS,971262,10-06-2022 11:44,990148,671240,104755
652837,KFKR90273406274680,22-04-2022 09:21,Cheque,478999,23-06-2022 09:21,129119,89133,231188
406721,TOHS08883511460050,12-05-2022 02:58,IMPS,217061,17-07-2022 02:58,46646,486537,603231
830456,QBYL26105039624534,01-06-2022 13:42,NEFT,423810,27-07-2022 13:42,196326,339530,962995
44257,VWMR81257040716361,15-04-2022 05:21,Other,566339,10-05-2022 05:21,283650,543912,889943
138907,IXQZ20687351635684,15-06-2022 14:31,NEFT,225019,04-08-2022 14:31,371064,643445,189177
87116,GOWX08263144823989,10-05-2022 16:19,RTGS,475659,05-08-2022 16:19,505031,660842,141120
665670,TADK48319421174734,11-04-2022 13:02,IMPS,949149,21-05-2022 13:02,592644,752379,599970
998248,BSGK03799586941833,14-05-2022 21:54,Other,576064,28-05-2022 21:54,713066,524067,752279
269206,BJCX62262311365477,16-04-2022 05:16,Other,320343,28-05-2022 05:16,800094,698410,922958
842136,MJAP30231695254150,02-06-2022 18:21,IMPS,721235,27-08-2022 18:21,375181,819880,630613
426135,LZCI88026173326625,21-05-2022 16:27,IMPS,850144,26-05-2022 16:27,720934,254287,436068
865057,KPGW97639811008713,25-05-2022 07:30,IMPS,659532,18-06-2022 07:30,271585,872473,696476
636665,BUIJ11917856845150,13-05-2022 13:31,IMPS,936663,10-06-2022 13:31,942633,923139,624336
597603,JCFI14503278510628,19-04-2022 00:41,RTGS,563907,05-06-2022 00:41,27056,534485,260033
379444,TQME05360001311852,08-05-2022 23:54,IMPS,981504,26-05-2022 23:54,533221,45133,85865
297963,BFWZ28601545364693,07-04-2022 11:39,NEFT,82757,06-06-2022 11:39,573636,19331,102001
648034,WKUR04524988307522,06-06-2022 14:03,NEFT,83947,21-08-2022 14:03,59052,566156,283990
216310,BLAT41303601497521,09-04-2022 23:27,NEFT,76995,01-07-2022 23:27,178332,391657,709671
178448,KJFM02686366392294,20-06-2022 21:53,IMPS,511810,12-09-2022 21:53,169062,445009,427954
401783,PJPM48705952838968,06-05-2022 17:26,IMPS,153454,10-06-2022 17:26,696325,888951,225447
250892,EEKU35370272190174,27-05-2022 06:33,NEFT,747239,22-06-2022 06:33,483677,620281,85214
124785,PSDO02885945838318,10-06-2022 15:39,RTGS,196403,22-07-2022 15:39,592677,168498,942427
717560,LOGM90104840837351,07-04-2022 17:33,IMPS,507849,14-05-2022 17:33,829588,599666,773960
876928,KYSH70497520713607,24-04-2022 19:20,IMPS,121003,07-05-2022 19:20,353473,106730,554258
244327,SRMW91794998515438,17-05-2022 05:27,Cheque,862413,15-06-2022 05:27,150886,844370,749814
383545,EKMX14186413778046,10-04-2022 07:50,Cheque,959546,16-05-2022 07:50,727825,280183,886521
696030,DLEO35669089230356,18-04-2022 19:28,Other,595896,15-05-2022 19:28,553500,653942,182069
242235,AGIC07185655817455,06-05-2022 19:16,NEFT,545814,01-07-2022 19:16,992106,38145,243001
878512,OMOD41404606567130,10-06-2022 19:56,Other,66408,04-09-2022 19:56,945604,264792,588488
307999,UBYW37426403968321,10-06-2022 09:59,RTGS,122111,04-09-2022 09:59,933480,632156,119501
789884,VLCI79044669505541,06-04-2022 22:22,NEFT,251329,10-07-2022 22:22,977002,970339,951969
257354,EVPV28304132782461,17-06-2022 11:57,Cheque,309269,27-08-2022 11:57,341805,321696,210056
135150,RKHZ62803492692717,23-05-2022 19:14,RTGS,888068,18-07-2022 19:14,766285,137111,443478
779694,ATGE53167004390347,14-04-2022 02:07,RTGS,945673,21-05-2022 02:07,580453,493305,740427
580173,EQBX28353650131667,08-04-2022 18:18,Cheque,182185,13-07-2022 18:18,816112,478929,476138
532083,JLEE05331737081314,18-04-2022 04:22,Other,784490,18-06-2022 04:22,247661,331079,681833
7038,SONW96743504067796,09-06-2022 18:58,IMPS,662763,01-07-2022 18:58,956017,153167,978897
741739,DRAY58552403891865,22-05-2022 17:50,RTGS,102481,29-05-2022 17:50,170262,38472,7137
211747,VKNX11354408296988,02-04-2022 15:28,NEFT,535315,22-04-2022 15:28,767296,990535,293640
593013,MKRR90356266746558,04-06-2022 11:01,IMPS,911787,21-07-2022 11:01,821075,266233,376206
947618,BVMW81426175120494,16-04-2022 07:42,RTGS,598914,26-04-2022 07:42,322323,86483,49067
693078,BJQC36711590771112,22-05-2022 01:04,NEFT,805866,27-06-2022 01:04,500637,235338,16153
50919,ZPGL48931335449124,05-06-2022 03:47,Other,572980,27-08-2022 03:47,976914,28350,564378
713267,GWZG01652389631898,01-05-2022 12:57,Other,22558,18-07-2022 12:57,928270,114880,31883
578548,MWWM71535815839634,12-06-2022 20:52,Cheque,970313,27-06-2022 20:52,65603,778321,567577
881019,NGLO88849237992447,12-05-2022 02:20,IMPS,38501,18-08-2022 02:20,553695,44632,216649
542694,XGJV29064247940092,29-05-2022 00:09,RTGS,52859,09-07-2022 00:09,328549,198834,770556
776432,CQQK77850136312727,24-05-2022 14:11,RTGS,268095,03-06-2022 14:11,857847,89949,435637
803585,WNQV91480390428180,27-05-2022 22:21,RTGS,297458,07-07-2022 22:21,924137,92225,824936
425268,DGAX27290590832994,21-05-2022 15:55,NEFT,273661,12-08-2022 15:55,885898,872274,126401
920578,HROE47976053887002,09-06-2022 00:20,RTGS,393917,25-07-2022 00:20,541566,831926,621673
726344,KUTF69653521506264,07-04-2022 06:55,NEFT,294271,26-05-2022 06:55,473441,409833,494504
759631,FKUU71637886027216,04-06-2022 01:32,Cheque,422858,08-08-2022 01:32,10305,826986,374120
837598,EVPL44847446749753,04-06-2022 11:37,RTGS,575532,29-08-2022 11:37,377889,490083,508098
770321,BSZZ86363455193813,18-06-2022 03:56,IMPS,196772,25-06-2022 03:56,828676,878678,157070
748984,EKNX44908053782115,13-05-2022 08:46,IMPS,758903,28-07-2022 08:46,526501,546053,239791
657020,LKVI22961468758455,14-05-2022 22:57,RTGS,265974,28-06-2022 22:57,763217,100992,599318
624350,HDSQ55928251310751,16-04-2022 14:46,NEFT,435195,13-06-2022 14:46,211829,358333,111585
780378,OFQY93849794914883,13-06-2022 02:29,IMPS,174979,07-08-2022 02:29,876266,277169,750602
904077,HLWW05896874771167,29-05-2022 17:11,Cheque,350838,21-08-2022 17:11,512413,984402,855890
821912,PTYM91909246318907,27-05-2022 07:14,NEFT,416806,28-07-2022 07:14,547100,855772,271599
495743,VVUC46060443894120,20-06-2022 08:27,IMPS,73012,11-09-2022 08:27,448587,332799,760537
788597,AXLO08347950001291,08-06-2022 22:45,Cheque,254940,12-07-2022 22:45,450217,982749,593428
39689,OWGE70692282309570,14-05-2022 20:35,IMPS,910923,17-07-2022 20:35,579844,856694,637350
957265,GDSH43481024174680,10-06-2022 11:30,Cheque,278794,30-08-2022 11:30,209648,283579,74560
184593,HJUN21049182778799,19-06-2022 01:01,NEFT,275604,08-07-2022 01:01,929631,764193,645000
709081,KICE70630465756397,11-04-2022 19:27,NEFT,205232,28-06-2022 19:27,357846,804096,425875
292784,ZQTY99164175500700,20-05-2022 05:07,Cheque,334219,21-08-2022 05:07,518378,403787,998504
734701,VTPA96913199669971,07-04-2022 02:51,RTGS,409434,27-05-2022 02:51,713130,701833,991673
232599,XWJK73960251569461,17-05-2022 03:39,NEFT,561133,21-05-2022 03:39,464753,327614,358941
726581,ZOBF93592992227728,10-05-2022 17:16,RTGS,996896,02-07-2022 17:16,396879,965786,306713
850227,HFFV17526969639078,27-04-2022 01:28,RTGS,477386,11-06-2022 01:28,745550,825047,519395
112748,YYHV57611430641049,13-04-2022 18:14,RTGS,643175,17-05-2022 18:14,501294,782087,619720
713436,EGMP57658409728121,15-06-2022 09:19,Cheque,725345,31-08-2022 09:19,336331,168473,583792
850196,JNYA95952698186982,08-04-2022 00:18,RTGS,224437,01-06-2022 00:18,874583,168346,350952
480730,FZHY58035609657269,16-05-2022 04:33,Other,218771,21-07-2022 04:33,251027,405886,333635
500999,HYLG54487296590488,15-06-2022 21:52,Other,635756,30-08-2022 21:52,731467,808410,174557
889624,WFSF46118975597980,08-06-2022 15:40,NEFT,840437,15-09-2022 15:40,674513,73217,959285
77592,OFQY93849794914883,19-05-2022 01:31,NEFT,482156,03-06-2022 01:31,240783,826668,959510
263046,MDCW83969616621040,27-05-2022 19:47,Other,105280,11-06-2022 19:47,167091,78259,725093
959642,FYQL90895728658315,08-06-2022 18:03,IMPS,323809,04-08-2022 18:03,85804,684996,666870
756046,RBXN01038252203492,23-05-2022 21:31,Cheque,419906,01-08-2022 21:31,666771,91886,409555
54297,BJCX62262311365477,03-05-2022 21:03,NEFT,286026,28-06-2022 21:03,430934,544860,788544
179495,BQFU82691247564001,02-05-2022 06:03,Cheque,479210,27-06-2022 06:03,725697,341772,381209
903364,KOHU18107301844395,31-05-2022 19:10,Other,576621,19-07-2022 19:10,464414,452552,338185
695034,UDFW37879866549994,04-05-2022 16:41,IMPS,934875,31-07-2022 16:41,259728,194346,773673
414963,XSNH14574122466152,13-05-2022 01:21,IMPS,825377,01-08-2022 01:21,463294,344967,423496
358628,IKNF32592741288128,02-06-2022 16:30,NEFT,96457,07-06-2022 16:30,624221,232527,959324
377556,OLBD64367637655727,30-04-2022 07:10,Cheque,34812,10-06-2022 07:10,82962,215400,686362
305168,IWLN89121620629487,28-05-2022 22:59,NEFT,771335,22-07-2022 22:59,15283,330311,568840
502712,IYPP47967816354496,05-04-2022 21:07,IMPS,531544,11-05-2022 21:07,154676,379093,325944
117267,NGAS83030649072697,15-05-2022 11:18,RTGS,990165,17-07-2022 11:18,175600,551505,701637
143629,SEFY59148763183924,16-04-2022 05:24,Cheque,427041,08-05-2022 05:24,810454,452284,812865
855877,VCAK94536927576044,02-06-2022 09:54,Cheque,875511,31-08-2022 09:54,663365,696322,921737
622469,QOUJ02177671138082,18-04-2022 20:45,Other,667469,25-05-2022 20:45,307338,360428,927110
134757,IFEW21271249244936,02-05-2022 15:24,IMPS,113098,15-06-2022 15:24,797579,803004,400159
526939,JNGU83339213416810,29-04-2022 11:00,Cheque,802228,15-05-2022 11:00,302522,39811,624590
38486,NXVB57280931243824,21-06-2022 00:03,NEFT,37903,17-09-2022 00:03,880758,689657,536876
784771,RJGQ36373998830130,01-06-2022 16:11,Other,37600,07-07-2022 16:11,495229,747802,458684
486620,ZPLV98105599217761,08-04-2022 12:24,RTGS,499977,24-04-2022 12:24,485116,860181,718838
34890,UNUG04423927210588,24-04-2022 10:29,Other,836235,08-05-2022 10:29,998742,30373,199294
503200,LMGK04558956914789,11-05-2022 02:28,NEFT,420366,27-05-2022 02:28,507007,269006,889250
875320,KIFV12573054077015,07-06-2022 02:38,IMPS,315757,27-07-2022 02:38,98548,839371,752510
730742,BEEK54633387193213,16-04-2022 13:05,Cheque,180497,10-05-2022 13:05,494488,583186,274913
367650,DRAA51766873758049,02-04-2022 12:55,NEFT,793487,02-07-2022 12:55,158557,19496,309633
638964,UYEU27207785658684,26-04-2022 09:48,Other,380730,13-05-2022 09:48,681879,476558,78824
262517,UBAX31158391424938,22-04-2022 12:15,Cheque,974919,06-05-2022 12:15,943045,630459,437933
790313,PRYU80577678602738,04-04-2022 20:46,NEFT,741321,18-06-2022 20:46,312480,993436,458082
705513,FXFG06502613568314,16-06-2022 14:19,Other,66785,24-09-2022 14:19,345563,475869,555099
710624,LZYE81341551736912,17-05-2022 19:11,Other,129740,24-06-2022 19:11,619011,584463,670904
948656,MMXJ04666755549298,24-05-2022 14:44,IMPS,909511,25-06-2022 14:44,967179,702424,96827
98779,CZFQ37060542871948,07-05-2022 07:42,Cheque,86715,13-07-2022 07:42,814625,886640,923900
89044,VXYL46627913992637,16-04-2022 04:06,Other,108219,14-07-2022 04:06,930011,468163,251978
825356,DLKN63578237792296,11-04-2022 15:52,NEFT,748942,16-06-2022 15:52,829133,313586,783553
209462,WAPT36420888842560,16-05-2022 22:52,NEFT,587595,16-07-2022 22:52,949664,194050,409758
514034,ZHIQ14706954825998,02-05-2022 06:41,Cheque,613549,21-05-2022 06:41,978465,818781,999908
120426,FESM80385876464614,05-04-2022 08:29,Other,884327,30-05-2022 08:29,868783,626889,589568
977933,DFIL66324044177145,29-05-2022 18:35,Cheque,600319,29-08-2022 18:35,759969,394826,3296
362907,HOVY91063961617891,19-06-2022 06:19,NEFT,243450,24-09-2022 06:19,737208,507916,684554
106526,TXXU85860287011657,10-04-2022 14:46,Other,948029,25-04-2022 14:46,956761,117735,944381
105418,NXSG45200492785104,02-05-2022 17:56,RTGS,680527,03-08-2022 17:56,515533,586355,686419
409104,IPTR35501228845448,03-04-2022 13:54,Other,261613,21-05-2022 13:54,756710,436121,205964
982381,PDLE06400810650683,15-04-2022 15:11,IMPS,226990,31-05-2022 15:11,538919,888632,715629
899040,FDSO79569418826749,28-05-2022 19:13,IMPS,8239,19-07-2022 19:13,781932,135124,860942
822350,DRAY58552403891865,14-06-2022 05:22,Other,290386,11-08-2022 05:22,389188,401264,972457
690730,DPVV90345941094417,08-05-2022 10:11,RTGS,80355,29-05-2022 10:11,50021,890302,586507
553144,RJGQ36373998830130,21-04-2022 07:58,Other,845538,16-07-2022 07:58,796157,958873,387493
846630,PSOU59082442699728,09-04-2022 16:46,RTGS,976579,06-07-2022 16:46,6547,152986,827675
108812,NXVB57280931243824,28-05-2022 22:09,Other,27017,30-05-2022 22:09,646609,794741,711903
418161,ZZJN92480358175011,17-06-2022 23:48,NEFT,969199,18-09-2022 23:48,907128,188151,772992
739252,UHYO95996043361776,16-06-2022 13:24,Cheque,336914,17-08-2022 13:24,766866,734930,418171
866517,XMMT43732516750711,30-04-2022 22:57,Other,85813,30-07-2022 22:57,462988,662317,915202
202446,XRMT53640917133212,15-05-2022 23:14,RTGS,160999,02-06-2022 23:14,26145,371024,17306
550838,WIWG26916785948250,06-06-2022 13:45,IMPS,714324,07-08-2022 13:45,798429,469877,917312
757431,SAEV35133644385579,04-06-2022 03:38,IMPS,840435,10-06-2022 03:38,105306,21402,483412
869690,UDQM15510544866841,09-06-2022 14:10,IMPS,77708,01-08-2022 14:10,728070,790286,116786
768395,FBDL84720153972914,26-05-2022 10:54,IMPS,513735,25-06-2022 10:54,567803,982205,193650
587748,XFQN50041957302998,05-05-2022 21:14,NEFT,738892,03-08-2022 21:14,49019,280574,883915
268033,UISY81231545699974,16-05-2022 03:54,Cheque,747444,24-07-2022 03:54,340015,991410,677568
542438,KTPE06526149353536,06-06-2022 03:14,RTGS,176852,30-06-2022 03:14,958376,875032,166754
452745,YDHV55646880194343,06-05-2022 05:32,IMPS,335462,10-07-2022 05:32,463975,52309,992485
816076,QUHL14248667709474,24-05-2022 00:15,NEFT,957971,08-07-2022 00:15,8740,437571,957999
908260,ZOQN70651312729704,06-06-2022 00:22,RTGS,589405,14-08-2022 00:22,285433,824367,257224
767832,BVSN85303621904936,21-06-2022 08:38,IMPS,970295,03-07-2022 08:38,430289,582837,665679
488069,PCNX77993106248102,18-05-2022 04:28,Cheque,706226,24-08-2022 04:28,763421,262282,50443
117066,XOZE98240382209411,22-05-2022 01:47,NEFT,438111,08-08-2022 01:47,598662,419534,72159
324655,KWUH54107662587895,29-04-2022 16:14,Cheque,998196,19-05-2022 16:14,317108,465055,392921
129677,QRAV29720076120080,10-04-2022 15:53,NEFT,286055,19-05-2022 15:53,641476,454789,602423
148529,ICTQ37694319393066,19-04-2022 10:29,Other,891976,12-06-2022 10:29,803517,262227,546172
689525,ZCLY41951692616822,14-04-2022 12:49,RTGS,494259,13-06-2022 12:49,249750,101184,812550
88248,CRSZ40015412139474,05-04-2022 23:59,IMPS,129823,08-06-2022 23:59,765782,977796,3539
890783,UNHN02423493852788,30-05-2022 10:51,IMPS,293664,20-07-2022 10:51,286723,70810,470505
199246,RGLW77700608336022,09-04-2022 06:44,Other,532715,15-05-2022 06:44,111298,796991,290651
224098,WWGA54167694220802,17-04-2022 18:12,Cheque,596132,30-05-2022 18:12,848392,361432,418734
523616,BLAT41303601497521,22-05-2022 14:42,Cheque,595436,24-06-2022 14:42,23088,758007,608044
211464,UIVC19731773560786,28-05-2022 16:18,NEFT,634024,20-06-2022 16:18,649238,744671,164345
612722,YPOR27934718016742,02-05-2022 22:13,NEFT,879168,05-07-2022 22:13,536471,948374,813382
738074,AFRF14568144268604,04-05-2022 00:44,Cheque,84487,17-06-2022 00:44,669218,642039,647663
736578,DZXC78955207054354,29-05-2022 11:27,RTGS,381494,16-08-2022 11:27,590815,93358,537886
818594,VWMR81257040716361,15-06-2022 01:41,Other,3790,30-07-2022 01:41,406822,605016,203800
136824,CPNN41282501304483,24-05-2022 02:16,Cheque,364906,01-08-2022 02:16,534569,944865,263543
451275,BVSN85303621904936,09-05-2022 06:03,Other,81984,01-07-2022 06:03,437417,95420,793171
914032,QRNT51838606170639,14-04-2022 05:11,Other,103162,02-05-2022 05:11,510707,1944,262222
924337,PPFQ65182476261087,11-06-2022 10:20,IMPS,12640,21-06-2022 10:20,73016,944991,60409
687046,UBJK09086161167969,22-04-2022 19:25,IMPS,943161,17-05-2022 19:25,179778,15165,391467
767522,NYTH11614662409421,20-04-2022 12:47,Cheque,499708,27-06-2022 12:47,26052,931061,700544
716640,YQIZ36512129178620,12-04-2022 12:51,RTGS,634232,14-05-2022 12:51,901598,286716,30011
196744,ZPEG87366001204149,25-04-2022 18:24,Other,763630,28-05-2022 18:24,281198,989590,11316
144157,WNTN29042067036548,19-04-2022 06:48,Other,926466,10-07-2022 06:48,999738,339693,240236
433784,FUTA55216910514742,20-05-2022 07:57,NEFT,115464,20-08-2022 07:57,322937,403289,53771
707618,LEWC33365752358355,26-05-2022 13:17,Other,987515,09-08-2022 13:17,751162,1120,121840
77836,AZBK93792526298038,21-05-2022 08:29,RTGS,818084,18-06-2022 08:29,927911,189336,829540
108252,HRCZ34337621140368,15-05-2022 01:43,IMPS,810579,20-08-2022 01:43,973872,608976,948094
219735,NHDO76764718816483,05-05-2022 09:52,RTGS,794869,27-07-2022 09:52,168765,145231,926923
637978,IOHB15752172081357,04-06-2022 19:57,Cheque,449598,06-07-2022 19:57,937157,290384,31253
164256,ZBYW82314290630112,08-05-2022 09:22,RTGS,98781,20-05-2022 09:22,608369,410199,8225
462251,RBQJ85576110594496,12-05-2022 11:28,NEFT,901414,06-08-2022 11:28,93993,249526,623001
258992,TRUB42920078740055,30-04-2022 07:19,RTGS,779754,30-05-2022 07:19,414583,135915,670471
490871,UBJK09086161167969,11-05-2022 18:57,RTGS,822384,17-06-2022 18:57,506897,795458,226315
793889,SDBM73081278110107,19-04-2022 02:16,IMPS,417585,24-06-2022 02:16,604710,114914,520982
245567,HSCL75176809036436,05-04-2022 00:43,IMPS,678048,11-05-2022 00:43,273025,521282,807880
398643,GUXP77476004197802,18-06-2022 01:01,RTGS,708903,11-08-2022 01:01,276598,750361,793575
858296,ERSG54184514896858,21-04-2022 16:16,RTGS,770397,23-06-2022 16:16,266607,620156,492270
98965,YYHX95661240702836,28-05-2022 21:58,Other,151266,14-08-2022 21:58,466173,344273,398132
299053,ABGK22925640736592,03-05-2022 06:09,Cheque,754363,09-06-2022 06:09,570508,347205,522112
181733,ZFKZ28676876049312,09-04-2022 00:39,RTGS,801197,08-05-2022 00:39,879252,27493,99883
261526,JJEQ33065872063092,20-06-2022 01:19,Cheque,828782,14-08-2022 01:19,958221,653812,942243
316858,YDHV55646880194343,06-06-2022 00:28,NEFT,739318,12-08-2022 00:28,721409,435881,984745
933211,EXQG53148493122848,25-04-2022 21:40,RTGS,952424,26-05-2022 21:40,264128,787938,884571
72832,OAGV64587136778511,05-04-2022 16:57,RTGS,966902,04-06-2022 16:57,801344,605157,903904
497879,AVTM03464504917460,19-06-2022 04:30,Cheque,96922,23-09-2022 04:30,373022,64978,370407
763129,SVYJ09329893218959,11-06-2022 23:50,Cheque,283960,04-08-2022 23:50,809990,461068,179272
512611,OAGV64587136778511,18-04-2022 14:23,Other,950192,18-06-2022 14:23,535255,891781,417420
980817,GJNC63923553640665,03-05-2022 11:10,NEFT,468075,02-06-2022 11:10,891826,710314,32752
538861,YSJB12857200007379,07-05-2022 22:47,RTGS,155136,15-08-2022 22:47,575848,833087,270980
639833,BGXN44658257641378,06-05-2022 16:16,Cheque,783448,23-05-2022 16:16,520956,898820,885634
255416,KBRZ07138781892546,24-04-2022 05:16,NEFT,749413,29-06-2022 05:16,944430,933990,899516
219966,QDQO44061804627354,02-05-2022 10:58,NEFT,153350,03-06-2022 10:58,379442,400242,841050
860885,EIYX28882003506484,25-05-2022 12:25,RTGS,608945,06-08-2022 12:25,498836,631806,904257
688642,IBQS13394317256731,15-06-2022 10:59,IMPS,144021,07-09-2022 10:59,909921,806367,865912
286583,ITUE19605348541890,24-04-2022 13:45,RTGS,150964,08-05-2022 13:45,818195,960827,20015
824800,AIQN04039519691741,15-05-2022 17:06,Other,932420,23-08-2022 17:06,254570,351005,69085
404843,EEPL70289371696129,03-05-2022 06:46,Other,330548,01-06-2022 06:46,746027,769973,493592
601430,MHXE84887802474947,25-04-2022 12:24,NEFT,111784,28-06-2022 12:24,246113,673758,549309
468738,BCDY04772175580149,31-05-2022 22:17,NEFT,372229,14-06-2022 22:17,63509,119192,304709
2926,EXQG53148493122848,08-05-2022 04:26,IMPS,464652,09-08-2022 04:26,35609,521246,841604
961972,LENA70540777146191,20-05-2022 21:21,Other,649012,01-06-2022 21:21,982776,632499,588952
622661,CJCG38735945046298,22-04-2022 10:48,IMPS,141504,09-07-2022 10:48,847550,905703,1931
623476,SDMI10700522134035,01-06-2022 18:21,Other,211648,09-07-2022 18:21,560412,263160,42622
141867,KNWX41107633040611,06-06-2022 04:57,IMPS,827803,11-09-2022 04:57,790916,287481,687223
686598,WZSW75944237207352,02-04-2022 17:21,NEFT,527146,27-06-2022 17:21,152801,589076,638335
811310,VNJC16654147843012,11-06-2022 01:45,IMPS,89029,05-07-2022 01:45,83797,363237,68332
959536,QWRF19096039379836,09-04-2022 22:58,IMPS,152986,22-04-2022 22:58,484120,718605,992248
407533,ZLIH51685808730981,15-04-2022 10:00,Other,915706,21-04-2022 10:00,653725,937841,73851
759731,NYUF34108596570124,12-06-2022 00:36,NEFT,79732,11-07-2022 00:36,822214,621725,315548
866608,GGAH79914746800787,20-06-2022 00:09,IMPS,353834,28-08-2022 00:09,574337,269418,573692
521568,LZYE81341551736912,02-05-2022 00:18,RTGS,125272,14-06-2022 00:18,71548,89704,636508
833959,LKVI22961468758455,08-04-2022 19:46,NEFT,27276,25-05-2022 19:46,94499,380732,589966
107493,NUPU80106632798470,28-05-2022 17:47,Cheque,463135,24-08-2022 17:47,918942,132013,66216
212945,SEFY59148763183924,23-05-2022 04:58,Other,811155,11-06-2022 04:58,674504,607981,607025
451556,IEXS61083201855331,17-06-2022 19:48,Cheque,998074,20-09-2022 19:48,851032,731644,433521
675677,AAKA18549455932665,08-04-2022 10:27,NEFT,955621,30-06-2022 10:27,953927,59790,265332
364377,BXRU89129502344249,19-05-2022 21:21,Other,979078,12-06-2022 21:21,851122,216999,248668
126650,JVCA29557878773225,11-06-2022 17:26,NEFT,361141,07-07-2022 17:26,972646,909939,460785
459574,VRCR60109870762067,05-06-2022 14:58,IMPS,454615,24-06-2022 14:58,893755,95593,620016
157439,ZCLY41951692616822,24-04-2022 06:34,RTGS,403635,31-05-2022 06:34,129973,414816,273426
724847,SDMI10700522134035,04-05-2022 08:54,RTGS,99684,11-05-2022 08:54,415507,240362,760522
341088,OFQY93849794914883,12-05-2022 23:34,Cheque,183561,23-07-2022 23:34,990795,162735,782507
347331,GUOH69846177541543,04-06-2022 05:41,IMPS,148522,28-07-2022 05:41,683777,839009,664360
544441,JQYF06104431687040,07-06-2022 21:29,RTGS,338367,31-07-2022 21:29,960554,740375,909906
490664,MGBJ04129028365825,09-04-2022 16:42,Other,442451,13-06-2022 16:42,208822,608116,940351
411919,QZNC42108740923227,06-05-2022 12:35,NEFT,894212,16-05-2022 12:35,377240,733019,334773
645492,KTPE06526149353536,10-06-2022 11:19,RTGS,218049,27-07-2022 11:19,832353,437567,44330
665931,FNUS56175099878592,26-05-2022 06:02,RTGS,569991,01-09-2022 06:02,996182,414041,553907
279538,ICNC40265810857764,15-04-2022 10:43,Cheque,393118,13-07-2022 10:43,442456,371966,984249
106544,MYBU55305053533426,11-05-2022 00:41,IMPS,164066,10-08-2022 00:41,372483,580969,735635
954416,EKNX44908053782115,16-04-2022 03:30,Cheque,952438,10-05-2022 03:30,903054,650384,529692
677632,MRFR73021455485369,14-06-2022 05:54,RTGS,974785,21-08-2022 05:54,739244,777569,255241
819704,VVUC46060443894120,07-05-2022 10:08,Other,523300,03-07-2022 10:08,137816,862646,873276
715562,LARE49696371920774,05-05-2022 13:02,NEFT,717526,21-05-2022 13:02,904833,379038,706996
